Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_01_1976.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_02_1977.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_03_1978.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_04_1979.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_05_1980.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_06_1981.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_07_1982.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_08_1983.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_09_1984.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_10_1985.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_11_1986.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_12_1987.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_13_1988.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_14_1989.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_15_1990.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_16_1991.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_17_1992.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_18_1993.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_19_2003.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_20_2004.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_21_2005.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_22_2006.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_23_2007.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_24_2008.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_25_1950.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_26_1951.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_27_1952.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_28_1953.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_29_1954.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_30_1955.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_31_1956.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_32_1957.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_33_1958.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_34_1959.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_35_1960.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_36_1961.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_37_1962.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_38_1963.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_39_1964.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_40_1965.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_41_1966.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_42_1967.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_43_1968.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_44_1969.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_45_1970.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_46_1971.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_47_1972.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_48_1973.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_49_1974.d	D:\PXD022216\fmeierab_T190525_CLL_diaPASEF_50_1975.d
A6NED2	A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	6271.95	3445.14	3655.98	3263.1	2408.18	2405.09	4416.38	3595.22	2707.35	3233.98	3669.38	2879.08	3235.25	5596.45	2829.89		3733.54	3397.99					3623.52		2753.41	3074.42	2733.47	2594.29	3296.85	3070.27	3455.39	2169.39	2821.99	3384.59	3115.16	2587.09	2830.19	2826.25	2837.36	3528.91	2919.06	3670.32	2393.24	3448.93	2356.8	3464.41	3534.38	2737.67	3123.46	3037.75
A6NFI3	A6NFI3	ZN316_HUMAN	ZNF316	Zinc finger protein 316	5620.81	2204.92	3729.06	4762.48	5618.06	3899.55	5362.4	4977.63	4740.73	5618.94	4204.03	3854.01	3503.06	4585.04	2404.28	5308.45	3532.75	5824.61	5993.17	3767.73	3648.67	3828.4	4807.84	3443.08	3651.21	5365.59	5448.2	4946.91	4281.06	4514.77	4930.33	6421.77	3305.27	2902.19	3293.07	3951.67	3300.17	3377.2	4124.17	4093.98	6053.65	3682.46	5420.81	3570.06	2981.62	5014.05	3723.83	4968.24	4244.16	4646.62
A6NFQ2	A6NFQ2	TCAF2_HUMAN	TCAF2	TRPM8 channel-associated factor 2	1168.38	2340.06	2167.9	2814.39	3494.76	3963.87	3464.13	1536.46	1591.05	4512.79	2591	3939.61	2010.4	4060.83	1020.3	3226.55	1607.34	4151.96	1942.03	1127.3	2491.25	2621.86	1860.14	2115.21	2474.65	4503.23	3368.14	2124.15	2132.93	5920.64	7117.87	6283.01	3215.1	4669.24	3064.42	2015.18	1623.53	4074.82	2234.54	4661.76	4022.26	1383.42	3674.63	2625.88	1424.83	2456.46	3824.52	2064.81	6649.83	2676.73
A6NFY4	A6NFY4	NEMP2_HUMAN	NEMP2	Nuclear envelope integral membrane protein 2	1351.36	1062.72	524.139	2596.8	1951.57	2556.48		1560.17	1899.23	1400.83	1299.05	2008.04	2537.06	858.024		2126.36		1538.95	1819.13	1257.7	2054.55	1607.33	728.297		1310.3	826.605	1413.06	1357.78	1767.76	2847.67	1037.68	975.048	1053.12	1498.2	1367.74		1653.86	1656.49	1260.62	2027.66	1324.95	1275.95	1968.13	1266.38	1626.84	879.994	1054.59	1051.02	1220.99	838.69
A6NGY5	A6NGY5	O51F1_HUMAN	OR51F1	Olfactory receptor 51F1				921.097	1654.38	442.417	1140.19		2131.67				795.789		1576.76														1008.79				1015.6	1332.48	1221.57	3293.98			571.415	1168.49	783.372	634.936	1302.5		1074.32	1063.75	690.218			625.724
A6NHL2	A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	8814.27	4927.39	7731.61	10103.6	7196.96	8286.21	3987.99	5383.4	8892.9	2640.62	17155.7	6337.01	10376.1	11657.7	5571.13	6047.13	7467.5	8083.98	4454.93	3933.39	4879.6	4391.18	5802.54	6377.42	8385.82	8326.72	7840.64	11116.4	9167.82	5421.63	6298.75	11267.9	7002.37	11492.4	8773.52	10797.7	13963.9	9093.27	8676.29	12132.6	13342.8	16580	8202.25	10800.3	18869.1	4837.85	8070.86	4770.14	8080.64	1786.46
A6NHQ2	A6NHQ2	FBLL1_HUMAN	FBLL1	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	822.674															1224.45												1165.39					2814.89							1020.42	829.219									
A6NHR9	A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	50447	54099.4	57158.6	60921	44760.6	50107.6	53163.5	50171.6	52260.8	35928.5	37766.4	57301.9	46087.4	45557.3	53306.1	52645.2	68028.8	61375.9	45556.2	51828.4	62311.1	38866.8	43498.4	41344.8	52621.5	42649.8	47203.1	31273	48371.3	25562	49577.7	39893.8	46841.4	55435.3	50470.8	52264.2	63550	46985.5	55075	43795.5	55910.7	49686.1	46081.8	50501.9	51506.7	52527.1	46370.1	57032.8	45581.4	40303.9
A6NI72	A6NI72	NCF1B_HUMAN	NCF1B	Putative neutrophil cytosol factor 1B																7967.62									172.797			136.07			228.927			11327				115.217					95.1664							
A6NI79	A6NI79	CCD69_HUMAN	CCDC69	Coiled-coil domain-containing protein 69	2501.34	1513.74	2001.23	3777.25	2155.99	2795.93	3370.03	2929.03	2366.53	4010.06	2154.54	2841.86	2362.51	1877.23	4826.9	3687.63	2434.73	2268.36	2361.59	2192.51	2771.22	1930.49		2361.55	3415.7	3270.57	2690.28	2514.83	4028.88	2732.64	2294.89	2393.54	4026.03	2687.03	2212.67	3707.26	1252.27	2476.12	3553.32	2955.32	4057.53	1709.23	3470.53	4313.42	2597.1	3395.35	3224.42	2545.06	2544.31	4663.71
A6NIH7	A6NIH7;Q13432	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	7108.27	5430.02	5655.76	12571.2	4261.89	6801.93	5258.55	7369.6	6111.82	6935.69	6796.68	7175.74	4611.58	4609.68	5693.98	6180.05	9899.91	6347.81	6523.85	8700.28	7138.97	6395.81	4961.16	3240.6	8130.58	6967.67	10854.4	3450.63	10064.1	3847.08	6388.11	2991.7	4138.1	5553.35	7401.84	4138.01	4851.2	7063.82	7847.54	5332.98	7287.34	3159.47	6507.87	7804	3225.56	8259.7	8707.31	8158.74	10575.6	7477.56
A6NJ78	A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	1282.31	1461.03	2895.53	1161.34	1892.81	1975.22	2715.87	3236.71	2651.53	2902.9	2693.33	2320.36	2628.84	2277.45	3542.03	1842.62	4129.07	2213.71		1858.12	3144.2	5178.9	3325.99	3980.66	3038.66	3376.67	2454.67	2608.98	1722.86	986.127	1687.36	2152.75	3181	2042.79	2398.53	2704.36	2624.81	2165.24	2772.36	2195.06	3532.06	2014.4	2445.54	2853.62	2566.1	2371.33	3049.83	1734.37	2034.65	2117.92
A6NJG2	A6NJG2	SWAHD_HUMAN	SOWAHD	Ankyrin repeat domain-containing protein SOWAHD	2836.77	2740.26	2271.7	3557.5	2930.81	3574.65	3128.96	3611.64	3416.99	2578.31	3424.77	3449.07	4895.72	3556.49	3092.44	3123	3135.46	3782.84	3258.69	2222.99	3059.99	3613.44	2480.42	3776.84	3206.1	2887.46	3552.39	2554.21	2831.71	4817.28	2326.34	2331.47	2343.72	3405.65	2954.26	3536.86	3219.15	2162.47	2584.84	3472.81	2936.03	3477.03	4508.33	3269.45	4528.47	3016.31	2497.63	3670.09	3200.83	3409.87
A6NK58	A6NK58	LIPT2_HUMAN	LIPT2	Putative lipoyltransferase 2, mitochondrial	3153.05		809.225	1416.62	1985.5	2210.15	2258.5	1645.45	2047.56	2568.67	973.807	2536.09	2034.38	1394.47	1728.56	1231.11	1561.97	1968.99	1968.75	937.772	1653.87		2277.76	1970.65	1269.56	1595.26		2252.04	1492.28	1773.78	1299.77	1395.05	2017.56	894.033	2537.61	2954.68	1197.4	1161.77	1658.92	1381.3	931.206	2505.28	2400.42	1440.02	1726.55	2649.5	1405.95	3243.72	598.925	1800.07
A6QL64;Q5JPF3;Q8N2N9	A6QL64;Q5JPF3;Q8N2N9	AN36A_HUMAN;AN36B_HUMAN;AN36C_HUMAN	ANKRD36;ANKRD36B;ANKRD36C	Ankyrin repeat domain-containing protein 36A				188.703			5706.37									9172.48			6296.04					4704.84									2298.52							5660.21		997.563							4417.25	
A7E2V4	A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	2264.07	2826.98	2854.14	1881.35	1162.46	2553.89	3350.68	2571.81	2412.24	2391.91	2857.62	3129.72	3266.67	1408.55	4240.18	2717.86	4091	2870.23	2328.96	2750.53	2188.85	3258.13	1818.96	2544.48	2744.66	2255.53	2918.48	2223.62	2988.07	3320.36	3430.4	3014.91	3000.09	2702.12	2281.2	3377.67	2317.55	3621.05	2325.08	2839.75	2752.61	2035.54	3084.75	3187.64	2626.16	3193.79	2688.76	3033.8	3319.15	4584.22
A8CG34	A8CG34;Q6PJE2;Q96HA1	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	5351.9	7972.62	6731.91	6453.1	6915.01	6720.73	6587.58	6894.69	5547.98	6918.71	6825.23	7137.38	7217.65	7544.99	8409.78	6423.14	5587.74	7359.04	5851.32	6922.86	7589.45	4916.15	6656.75	7643.59	5671.91	6968.46	5406.34	6749.82	6516.95	5335.12	7382.06	7331.86	5168.29	5557.86	5064.49	7518.02	4868.33	6645.83	6863.02	4954.33	6237.19	6427.87	7082.92	5793.52	5470.23	7647.95	5995.57	6042.6	7233.24	6165.57
A8K2U0	A8K2U0	A2ML1_HUMAN	A2ML1	Alpha-2-macroglobulin-like protein 1	777.827					583.163	886.496													270.935						652.007			797.888			716.779		274.593							839.688		482.043							
A8MPP1;Q96FC9	A8MPP1;Q96FC9	D11L8_HUMAN;DDX11_HUMAN	DDX11;DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8		888.152	279.967	676.531		265.702		422.478	255.442	366.09	336.087	567.235	656.734	1205.06			248.56	588.185	433.281						233.687	204.376	458.112		354.06		351.29	135.949	330.051	362.429	112.761	148.663	405.925	374.577	426.853		144.019	449.642	510.081	546.282		321.58	797.419		141.31	477.656
A8MPS7	A8MPS7	YDJC_HUMAN	YDJC	Carbohydrate deacetylase	3885.82	3690.6	3373.39	4021.57	3549.41	4576.3	3377.73	4086.09	3351.25	2664.61	3359.85	3386.17	2972.63	5675.58	2639.17	4487.01	3276.09	3582.72	4311.52	2913.87	3932.55	2541.88	2276.33	3554.65	3349.82	2596.51	3186.79	3605.12	2703.73	3736.61	2820.86	2629.51	3427.59	3501.09	1551.41	2350.55	3169.2	3336.67	2666.4	3571.94	4660.42	2551.63	3941.86	3240.89	3064.71	3116.27	3018.25	2636.08	2732.47	3552.39
A8MSI8	A8MSI8	LYRM9_HUMAN	LYRM9	LYR motif-containing protein 9	2107.59		1676.37	846.775		566.345	1086.89	2487.62		2264.61	1376.24	835.136	1860.84					1456.07	680.563						1354.64	1263.62		1402.09	975.558	1263.59	1263.74	1050.28		971.172		1692.01	1512.52	940.196	1178.21	1814.81	1308.07	1391.97	1323.4	609.827		1035.96	610.426	1649.59	1026.93	1629.36
A8MTL9	A8MTL9	HMSD_HUMAN	HMSD	Serpin-like protein HMSD			451.441			216.281				245.369															216.384	431.156	344.334							454.79	191.961			27.2004	333.469		206.376						160.566			
A8MW92	A8MW92	P20L1_HUMAN	PHF20L1	PHD finger protein 20-like protein 1	2900.71	3417.78	2658.03	3363.7	2742.12	3333.39	2478.74	2793.25	2709.59	2307.55	3539.67	4051.3	3377.3	3189.58	4640.39	2842.34	3967.09	2989.79	3321.34	2687.43	2459.76	2266.56	3229.46	3780.23	2214.35	2334.74	3490.4	2502.75	2469.82	4229.79	2023.81	2697.06	3682.43	2538.81	2469.1	3872.1	2715.29	2378.36	2597.31	2127.67	2861.77	3107.96	2427.9	2556.8	3033.54	2523.62	2576.92	1971.48	2739.77	2669.35
A8MWD9;P62308	A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	18330.1	88656.6	126243	17267.1	35481.1	16180.3	185032	127527	26949.2	162644		102798	95629.8	107198	99037.8	68259.2	56212.6	104835	112121	53122.1	29237		27729.5	25557.9	11626.8	95785.7	102466	123194	84834.1		22437		27890.9	45288.8	32019.2	72034.2		91030.4	46639.4	14878.3	21089.2		18587	17024.6	82564.4	41660.8	108385	101229	77948.1	54541.1
A8MXV4	A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	7138.56	7643.2	7550.78	5337.09	6418.5	5872.72	7248.7	7416.56	7204.91	18068.8	9036.08	11126.9	6555.54	13579.9	8910.5	8568.9	11666.7	6286.93	8427.9	6218.6	7638.63	8924.76	5281.56	7846.95	5624.28	5607.2	8376.02	6891.45	8817.33	10159.5	8388.39	8385.48	9499.52	6002.08	6324.03	9960.09	5211.72	6932.64	6404.46	4680.67	5223.12	6969.4	7787.23	5566.15	5325.12	5076.78	7545.66	7854.03	8583.92	8991.44
A9UHW6	A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	3854.48	3645.38	7498.36	2502.7	4046.93	6129.58	3885.05	4617.5	3806.39	4259.33	3580.81	4550.49	3656.47	5816.93	6238.65	3903.32	3911.16	5585.05	3991.65	3575.13	2706.89	4048.13	1676.91	3743.24	4695.02	5554.12	3943.9	3737.11	3433.6	2935	4925.29	5570.77	6788.97	3024.52	3624.75	3515.8	2723.8	5296.49	6848.2	3316.15	4108.95	2986.05	3762.54	5124.19	3579.87	4954.39	7406.24	4701.78	4821.04	6401.98
B0I1T2	B0I1T2;O94832	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	24526	62716.2	34426.2	47153.6	44240.6	53733.7	97913.2	40225.2	99600.4	55439.1	51389.6	64569.6	42866	29652.7	47565.3	64146	61965.3	43288	21170.6	68659.4	44955.2	34293.7	79744.9	38722.6	52855	32657.6	33818.8	42142.7	45123.3	76427.3	77198.6	30673.7	33841.8	108758	54673	37389.2	59729.3	73191.8	44410.1	71981.7	45039.5	67423.5	29731.4	56553.5	44943.8	42466.4	40815.4	99631.4	75336.9	33276.9
B2RTY4	B2RTY4	MYO9A_HUMAN	MYO9A	Unconventional myosin-IXa		599.357			1257.26	518.04	966.83	469.154			558.366	612.721	513.796	945.434	368.442								1731.34	1397.14	241.559	520.776	496.178	955.174	578.488	406.82	375.651	576.549	549.706		753.521	693.779	621.541	357.244		634.414	328.668	686.961	373.418	472.908	374.327	163.943	394.596	707.099		453.828
B7ZAP0	B7ZAP0	RBG10_HUMAN	RABGAP1L	Rab GTPase-activating protein 1-like, isoform 10	1236.86	1116.5	771.468	663.42	1141.52	1051.85		771.461	1384.09	362.637	1432	1713.36	1079.81	2198.52	1014.55	844.047	534.928	1509.31	1042.29		1941.42	1328.11	828.874	2012.45	643.098	1196.59	345.544	506.232	762.302	555.363	1312.62	1713.85	2455.77	1268.72	1050.76	1730.66	640.035	447.951	620.395	1001.44	1075.81	516.002	568.378	1011.08	1659.06		365.879	427.742	742.949	
B7ZAQ6;P0CG08	B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	7483.2	6529.46	6013.93	6225.09	5478.72	5243.73	4975.35	6179.71	6363.88	6998.11	7938.79	5573.4	4941.32	6881.79	6773.88	5063.47	5452.35	5861.21	7357.35	5511.35	5505.72	6661.17	3401.33	8463.82	6725.61	5571.84	4603.81	6787.43	5881.09	6926.54	6110.74	6994.86	7775.11	7587.99	6778.6	8055.91	6922.59	4971.34	5328.23	6021.7	6321.27	5949.89	5286.45	6699.78	4981.91	7336.3	6438.4	5343.47	7450.17	4187.62
B9A064	B9A064	IGLL5_HUMAN	IGLL5	Immunoglobulin lambda-like polypeptide 5										604.459		31240.9			317404						1006.28		509.106				218.921	751.743						746.024						5284.23	404.165			679.241					227.481	
Biognosys|iRT-Kit_WR_fusion	Biognosys|iRT-Kit_WR_fusion				824944	1.20219e+06	560235	699810	1.32881e+06	848041	879996	703630	1.096e+06	618269	920975	1.10988e+06	969337	895899	822094	967693	919820	913940	781393	1.10087e+06	892606	1.35881e+06	1.17868e+06	1.14367e+06	699271	703940	633630	1.10232e+06	694758	1.15362e+06	513573	831844	678432	958112	744333	1.19665e+06	915119	591269	724273	901239	747657	990636	759204	961458	1.03173e+06	625739	781969	624897	668873	506015
C4AMC7;Q6VEQ5	A8K0Z3;C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	2841.12	7393.71	6232.42	7517.81	5006.97	7230.62	6375.63	5496.85	7501.74	6199.08	6471.65	4129.62	4927.88	1700.77	3525.69	4523.98	6438.25	5279.78	1488.35	5644.41	6797.02	7385.06	5149.12	5431.4	8664.81	8089.2	9406.49	7018.82	9672.74	5564.55	8703.33	7093.86	5516.88	8089.16	8790.18	2843.96	6722.08	8674.22	9414.3	9638.12	5794.57	8614	7249.54	8393.48	6618.03	11805.4	7869.8	10067.8	7785	6368.11
C9J7I0	C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1		8963.48	1333.24	1104.2	641.317	1056.57	1573.82	802.836	4949.22	936.491	3706.92	961.733	2049.74	1538.1	1272.58	696.072	5222.04	978.412	1581.64	3187.57	402.819	1169.22	3821.15	1077.92	1015.7	826.943	3573.69	480.023	1264.96	470.534	875.626	719.778	806.531	3908.32	5210.07	1207.85	5588.98	1430.04	808.265	740.32	785.695	9020.78	560.41	791.83	1098.18	1448.88	675.836	750.357	2215.03	
C9JLW8	C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	12592.5	9045.78	15742.9	13285.2	8959.57	12605.4	11379.1	11791.3	7620.91	11261.4	10102.4	11610.5	11231.5	10821.8	8393.13	10731.8	9666.32	11286.8	12249	9469.79	11292.5	11979.8	7187	8321.07	9683.21	13782.9	10708	8294.03	12474.7	6523.08	13245.7	9333.52	11947.2	11646.4	9194.97	6924.22	6681.47	12637.1	10692.7	10153	11136.7	8085.81	12430.6	12001.2	12794.1	12850.3	10102.5	11535	11925	14627.6
C9JRZ8;O60218	C9JRZ8;O60218	AK1BA_HUMAN;AK1BF_HUMAN	AKR1B10;AKR1B15	Aldo-keto reductase family 1 member B15		4996.06	3204.79		244.242			1690.51	1841.1		4018.13	11958	13118.8	8554.55		16829.3	4735.11	3951.46									2497.26	2051.06			1707.29	2268.01		2014.99	2115.35	3466.12		4205.5												
E9PAV3;Q13765	E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	87201	41279.7	87721.7	98979.2	74996.1	103699	111813	101763	86983.1	81832.8	69573.5	92501.6	75945.7	70052.1	60364.3	79115.1	109941	102517	83552.8	100276	92061.4	88389	103266	70831.7	94840.5	108995	103578	71232.2	94941	74362.8	105451	50645.8	99812.7	116994	102368	27238.1	102683	123587	129994	71860.1	101712	84215.6	95125.4	119317	77187.2	105132	111875	106358	94559.3	93997.3
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	18513.5	23718.7	28444.5	21768	9161.59	14017	21231.9	29281.4	7107.01	10234.3	5486.52	29197	37272.6	29080.4	44419.7	48181.9	19188.8	33673.9	29432.7	19374.3	19926.6	6099.01	20321.5	9976.01	24209.2	28187.4	26973.2	7959.9	16830.9	8451.98	15000.7	9336.98	6782.34	5210.98	8744.53	20478.7	4131.76	34779.1	25656.3	11402	32104.8	7686.8	25774.9	7339.72	8556.91	26817.7	7919.01	14280.3	20460.5	35812
G9CGD6;Q8WWN9	G9CGD6;Q8WWN9	CNIPF_HUMAN;ICEF1_HUMAN	CNK3/IPCEF1;IPCEF1	CNK3/IPCEF1 fusion protein	1363.91	5884.96	2332.48	1585.07	7377.97	1948.7	2072.56	3299.47	2672.23	3648.67	5504.25	2273.09	2679.08	1514.05	2826.8		3140.28	1510.99	1899.88	7337.16		4058.48	4823.3	3468.62	2402.7	860.01	1784.49	4890.85	2285.36	6705.51	5804.18		1588.45	6739.6	3612.38		4713.52	3812.26	2510.79	4832.17	4633.12	6905.88	1955.78	3868.99	1836.12	842.336		3724.61	7353.99	3645.77
L0R6Q1	L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	30146.3	19732.5	42959.7	25118.5	30981.8	27421.9	37914.8	40771.7	25667.6	29680.8	25052.7	26031.2	23637.9	27382.1	25626.1	21352.7	17556.6	20543.9	18089.8	17698	20921.9	46099.6	19822.1	22364.7	34658.1	51911.6	25328.5	23294.7	32555.3	34835.1	27678.3	41302.9	30500.5	27587.3	24664.7	54923.7	17165.9	35012.6	32699.2	30631.4	30267.7	24235.5	27702.2	35162.1	22591.5	35738	38110.9	34278.9	32248.3	43661.7
L0R819	L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	3263.21	5968.92	4542.3	3064.82	4900.99	3816.82	4938.05	4531.48	4610.24	4332.17	5018.98	4032.42	3879.28	3393.39	4796.47	3771.58	5107.55	3579.32	3803.45	3000.52	2704.89	5052.97	3315.77	5557.53	2695.96	2588.04	3340	2439.95	1986.62	4705.38	3108.4	2310.72	3109.26	4771.17	4914.91	1944.98	3706.07	2757.64	3386.96	3953.48	3833.62	3147.1	4057.23	4067.87	3331.7	4155.87	3691.96	3729.48	2877.44	4407.73
L0R8F8	L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein			1544.56			376.501	2118.53	1242.77		1788.14																963.196	580.102		670.699		1063		1382.66		642.612			1013.91	503.947				499.396			1359.2		696.393	479.78	1205.36
O00115	O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	9571.84	12155.8	13139.4	18933.4	15489.4	13676.6	14815.7	16403.5	19028.9	13114.1	26565.7	9714.19	11617.7	7476.88	22963.7	9724.74	17062.8	12444.7	9529.76	16777.9	8768.09	26997.7	13266.9	11213	10720.1	16340.2	21660.7	28708.3	20402.4	28302	17422	12940.7	22399.8	18949.5	18637.4	21942.6	24958.8	11213.1	17677.2	17178.6	18205.8	17164.7	13721	19355.8	14541.6	15019.9	15169.6	12817.4	29894.9	21934.4
O00116	O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	9702.54	7954.07	9009.13	9744.05	7087.65	7396.56	6387.17	7412.98	8570.88	9163.54	9242.96	7392.91	8734.38	8902.75	5726.6	6430.1	6549.58	7347.4	8331.53	8745.63	6192.57	9244.08	6761.35	7753.85	7548.85	9136.45	8415.41	10390.2	8195.09	8236.48	8391.77	13113.3	8932.94	9793.31	8202.81	10437.8	7318.9	7343.01	9035.02	8701.65	7857.12	7602.32	10652.9	8886.3	6821.87	7553.16	9752.04	7661.35	9666.68	6394.18
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	19962.3	15271.6	21623.1	25651.4	14763.4	20636.3	21469.8	16879.7	20452.8	18148.8	20955.3	22400.7	19215.7	18562.6	16292.1	24638	19121	19390.5	15562.5	22622.1	18504.6	16754.6	18273.4	16607	22344.8	19685.3	20133.4	16087.2	22340.8	24203	21536.3	15347.2	21266.4	27933.9	26175.7	19146.8	21772.6	19811.9	20559.8	20055.3	26637.1	19542.4	22929.5	22506	20663	19690.7	18494.9	26316.4	29706.4	13351
O00142	O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	1586.65	2184.45	3790.14	2292.29	4241.73	2882.52	2952.19	3756.7	3721.54	3154.01	4051.91	2887.26	2552.86	3949.34	4204.94	3263.91	1596.59	1827.9	1529.62	2126.06	1771.67	5206.67		3192.48	5384.63	4750.86	2671.16	3873.64	3575.03	4687.05	3258.89	4220.02	6372.91	3736.25	2686.4	6911.13	2276.71	2756.67	2878.88	3591.76	1571.65	3966.15	3887.91	5056.1	4537.03	2950.75	5253.92	3551.26	5104.09	2266.69
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	33935	27887.3	48511.9	26221.9	20755.5	32985.2	26283.9	28261.1	24374.8	38012.5	21476.9	16171.2	17644.6	16477.8	18050.2	15700.3	31571.7	27537	9109.72	8571.59	16196.9	18010	10673.7	26396.2	45504.3	43336.9	40932	28425.7	41580.7	12317.6	25725.6	34571.9	17075.3	31252.8	44080	16126.2	29580.7	41248.9	36114.2	25518.1	46727.3	22334	37775.3	33277.6	18901.4	36696.1	41210.8	38375.1	42149.3	12224.4
